X,Y,AP1_rss,AP2_rss,AP3_rss,AP1_dev,AP2_dev,AP3_dev,AP1_dist,AP2_dist,AP3_dist,AP1_dist_dev,AP2_dist_dev,AP3_dist_dev
0,0,74,80,84,1.37840487520902,1.14017542509914,0.447213595499958,8163,15675,18089,216.548839756762,107.808626742019,170.171678019581
1,0,75,87,80,1.37840487520902,1.26491106406735,1.34164078649987,6920,17112,17286,181.838114816449,655.075720814014,226.345753218389
2,0,77,73,76,1.37840487520902,0.447213595499958,0.547722557505166,5755,15939,16048,598.154829454716,121.720581661443,112.59662517145
3,0,72,77,77,0.774596669241483,0.836660026534076,0.707106781186548,6319,16664,15397,150.059321603158,191.188911812375,165.98915627233
4,0,67,79,77,1.09544511501033,0.948683298050514,0.707106781186548,3409,17015,14687,233.829211177731,178.450273185557,84.3682404699778
5,0,62,86,82,1.30384048104053,0.774596669241483,1.30384048104053,2600,16022,14006,246.656035806951,199.837433930683,96.1269993290127
6,0,61,82,78,1.09544511501033,0.707106781186548,0.447213595499958,1150,16327,12642,164.522642818549,128.13508496895,186.60787764722
7,0,68,82,85,0.894427190999916,0.547722557505166,0.894427190999916,220,16265,12748,209.091128458383,192.246456404273,181.336151938878
8,0,67,83,77,1.14017542509914,0.707106781186548,1.22474487139159,-85,17353,12942,182.609419253225,110.912578186606,147.730836320654
9,0,68,82,75,0.836660026534076,0.447213595499958,0.774596669241483,1319,16887,11979,156.747248779684,161.901204442709,83.0090356527529
10,0,66,85,73,0.707106781186548,0.547722557505166,1.48323969741913,2666,19117,11559,201.823437687499,223.635641166608,150.883067307104
11,0,74,88,75,0.707106781186548,1.04880884817015,1.18321595661992,2764,20118,10406,200.204895045051,701.282468054064,199.23026878464
12,0,67,87,78,0.316227766016838,0.632455532033676,0.894427190999916,4396,20252,10448,280.255419216114,241.760625412824,275.230267230913
13,0,72,88,77,0.894427190999916,0.632455532033676,0.632455532033676,6499,21883,10511,207.118806485553,290.037238988375,265.097906442129
14,0,76,88,82,0.948683298050514,0.547722557505166,0.316227766016838,7972,20065,9503,413.502478831748,190.726505761522,240.132879881119
15,0,83,88,70,1.26491106406735,0.707106781186548,1,8710,20081,11854,247.418067246513,186.745013320303,290.072404754399
16,1,78,89,75,0.894427190999916,1.04880884817015,1.18321595661992,7953,22927,10409,201.205119219169,430.567996952862,120.767131289933
15,1,75,91,79,1.18321595661992,0.316227766016838,1.26491106406735,8015,20691,10978,305.632786199387,170.62092485976,239.661845106809
14,1,71,88,79,0.707106781186548,1.04880884817015,1.26491106406735,8145,19891,9338,149.796194878241,299.991166536617,229.677600126786
13,1,74,86,69,0.894427190999916,1.14017542509914,1.37840487520902,5356,20694,7866,260.942522406755,250.791945644193,133.630460599371
12,1,68,88,72,0.836660026534076,0.447213595499958,1.30384048104053,4142,19526,9634,240.594887726236,178.777235687321,151.363139502324
11,1,67,83,71,0.547722557505166,0.316227766016838,0.547722557505166,4650,17620,9176,198.734747842445,153.636909627863,90.4936461857958
10,1,68,83,73,0.948683298050514,0.894427190999916,1.4142135623731,3426,19451,10612,298.591527006377,156.142563063375,148.265977216622
9,1,63,81,78,1.18321595661992,1,1.09544511501033,1208,16537,10917,226.221793821904,186.827460508352,141.340369321719
8,1,63,83,82,1,0.707106781186548,0.707106781186548,781,16725,12540,120.314587644225,437.981278138689,134.393080179003
7,1,63,82,75,1.04880884817015,0.948683298050514,0.547722557505166,752,16939,14287,115.427899573717,171.355770255921,187.982445988981
6,1,55,87,83,1.30384048104053,1.46628782986152,1,1485,14968,12549,155.7562197795,206.204388896066,181.24844826922
5,1,69,78,83,1.18321595661992,0.707106781186548,0.894427190999916,2320,15646,14508,194.7041345221,103.935556957184,202.632672587616
4,1,64,77,78,0.632455532033676,0.707106781186548,0.894427190999916,5009,15056,15244,2526.2238816067,102.523168113359,232.333596365227
3,1,68,80,83,0.836660026534076,0.707106781186548,0.836660026534076,4896,16122,15331,106.138117563861,116.304342137342,136.668943070472
2,1,70,76,82,1,0.774596669241483,0.894427190999916,5207,16278,15982,188.153129126252,63.8553051828899,157.154064535411
1,1,66,76,76,0.894427190999916,0.547722557505166,0.632455532033676,5765,14902,18722,119.008823202316,175.022855650341,305.465710023237
0,1,66,76,80,1,0.836660026534076,1,7623,15137,19502,186.551333417909,177.463517377516,365.828648413434
1,2,69,80,79,1.48323969741913,1.04880884817015,0.447213595499958,7268,13734,16562,139.177943654877,498.434649678371,317.702219066849
2,2,74,81,80,2.07364413533277,0.894427190999916,1.22474487139159,6376,13794,14367,234.40861758903,60.6506389084237,166.108097334236
3,2,70,77,80,0.316227766016838,0.707106781186548,0.447213595499958,4565,14322,14453,184.782845524145,162.50753828669,156.199871958974
4,2,66,86,79,0.774596669241483,0.948683298050514,0.836660026534076,4812,13316,13211,176.683049554846,206.54031083544,138.456491361005
5,2,70,80,82,1.14017542509914,0.836660026534076,0.707106781186548,2647,14756,11682,290.836895871208,200.102473747827,133.275279028033
6,2,60,85,78,0.836660026534076,1.04880884817015,0.447213595499958,3006,15078,12492,180.488226762856,213.649245259608,142.631342979024
7,2,71,83,78,0.632455532033676,0,0.894427190999916,1385,15947,12576,152.004605193395,107.75620631778,192.040881064423
8,2,73,82,78,0.707106781186548,0.774596669241483,1.14017542509914,1655,14529,12222,80.6820921890354,85.7962703152066,123.861212653518
9,2,72,83,80,0.894427190999916,0.948683298050514,1,1472,17264,10680,150.33795262674,94.8425010214303,203.008620506618
10,2,71,86,80,0.707106781186548,1.22474487139159,1.04880884817015,3045,15654,9541,253.240399620598,85.2384889589204,286.2261343763
11,2,73,87,75,0.447213595499958,0.447213595499958,1.51657508881031,4174,20372,8890,117.000854697733,318.660163810916,219.831981294806
12,2,74,86,69,1.04880884817015,0.894427190999916,0.632455532033676,4518,16695,7605,174.613000661463,241.303750488881,136.601976559638
13,2,80,82,78,1.48323969741913,1,0.632455532033676,5177,21816,8524,184.173016481785,2300.33947494712,283.910901516655
16,2,77,93,76,0.894427190999916,2.16794833886788,1.48323969741913,9211,21761,8780,92.9569792968769,377.862673467491,350.708711040944
17,2,80,90,72,1,1.04880884817015,1.04880884817015,11089,22149,7086,153.300358773227,322.912526855184,123.018697765827
